No|             BAT_NAME|      RA|     DEC|     SNR|              COUNTERPART_NAME|                     OTHER_NAME| CTPT_RA|CTPT_DEC|    FLUX| FLUX_LO| FLUX_HI|CONTA|  GAMMA|GAMM_LO|GAMM_HI|  CHI_SQ_R|REDSHIFT|       LUM|ASSOC_STREN|   CL2|                 TYPE
#    |                     |     deg|     deg|        |                              |                               |     deg|     deg|10^-12er|10^-12er|10^-12er|     |       |       |       |          |        |log[erg/s]|      |           |
115|   SWIFT J0213.7+5147| 33.5945| 51.7616|    8.52|       2MASX J02141794+5144520|                               | 33.5747| 51.7478|   12.00|    9.68|   14.58|  |   2.48|   2.15|   2.85|      2.65|  0.0490|     43.85|  1        |          7|BZG
116|   SWIFT J0214.6-0049| 33.6769| -0.7604|    6.19|                       Mrk 590|                               | 33.6400| -0.7670|   12.64|    8.94|   16.70|  |   1.54|   1.11|   2.00|      0.71|  0.0264|     43.32|  1        |          4|Sy1.5
117|   SWIFT J0214.9-6432| 33.7007|-64.5261|    9.16|       2MASX J02143730-6430052|                               | 33.6557|-64.5014|   11.74|    9.33|   14.40|  |   2.13|   1.84|   2.47|      0.93|  0.0740|     44.21|  1        |          4|Sy1
118|   SWIFT J0215.6-1301| 33.8899|-12.9732|    5.96|                        3C 062|                               | 33.9062|-12.9918|   10.68|    7.72|   14.01|  |   1.86|   1.47|   2.28|      0.62|  0.1470|     44.81|  1        |          5|Sy2
119|   SWIFT J0216.3+5128| 34.0475| 51.4272|    8.85|       2MASX J02162987+5126246|                               | 34.1243| 51.4402|   14.27|   11.59|   17.18|  |   2.18|   1.89|   2.50|      0.25|  0.4223|     45.97|  1        |          5|Sy2
120|   SWIFT J0218.0+7348| 34.3659| 73.8185|   18.37|               [HB89] 0212+735|                               | 34.3784| 73.8257|   36.48|   33.27|   39.79|  |   1.58|   1.45|   1.70|      1.36|  2.3670|     48.21|  1        |          7|BZQ
121|   SWIFT J0222.6+5222| 35.6537| 52.3719|    5.20|         1RXS J022206.0+522112|                               | 35.5258| 52.3523|    7.35|    5.16|    9.93|  |   2.53|   2.03|   3.19|      0.38|  0.2000|     44.94|  1        |          4|Sy1
122|   SWIFT J0222.3+2509| 35.6312| 25.1413|    9.05|       2MASX J02223523+2508143|                               | 35.6468| 25.1374|   17.10|   13.74|   20.71|  |   1.78|   1.51|   2.06|      0.42|  0.0616|     44.21|  1        |          4|Sy1
123|   SWIFT J0223.4+4551| 35.9042| 45.8109|    7.08|                      V Zw 232|                               | 35.8913| 45.8186|   13.54|   10.28|   17.10|  |   1.70|   1.35|   2.07|      0.19|  0.0613|     44.10|  1        |          5|Sy2
124|   SWIFT J0225.0-2312| 36.2132|-23.2511|    6.73|                   PKS 0222-23|                               | 36.2612|-23.2133|   10.93|    8.11|   14.04|  |   1.98|   1.61|   2.40|      1.22|  0.2322|     45.26|  1        |          4|Sy1.5
125|   SWIFT J0225.0+1847| 36.2633| 18.7932|   18.67|                      RBS 0315|                               | 36.2695| 18.7802|   34.16|   30.77|   37.67|  |   1.87|   1.73|   2.01|      2.78|  2.6900|     48.32|  1        |          7|BZQ
126|   SWIFT J0225.8-6315| 36.3446|-63.2381|    7.65|                   Fairall 296|                               | 36.2876|-63.2240|   10.32|    7.85|   13.09|  |   2.07|   1.73|   2.46|      1.56|  0.0580|     43.93|  1        |          4|Sy1
127|   SWIFT J0226.4-2821| 36.5921|-28.3503|    7.14|                   AM 0224-283|                               | 36.6081|-28.3503|   10.71|    7.98|   13.74|  |   2.04|   1.66|   2.47|      0.89|  0.0598|     43.98|  1        |          4|Sy1.2
128|   SWIFT J0227.0+2346| 36.7335| 23.7537|    6.16|                MCG +04-06-043|                               | 36.7275| 23.7997|    9.14|    6.41|   12.37|  |   2.29|   1.83|   2.86|      1.29|  0.0333|     43.38|  1        |          4|Sy1
129|   SWIFT J0228.1+3118| 37.0612| 31.3243|   37.41|                       NGC 931|                               | 37.0603| 31.3117|   62.73|   59.78|   65.73|  |   2.10|   2.04|   2.17|      5.71|  0.0167|     43.61|  1        |          4|Sy1.5
130|   SWIFT J0230.2-0900| 37.5102| -9.0299|    8.61|                      Mrk 1044|                               | 37.5227| -8.9979|   11.65|    9.34|   14.21|  |   2.54|   2.22|   2.92|      0.52|  0.0165|     42.87|  1        |          4|Sy1
131|   SWIFT J0231.6-3645| 37.9780|-36.6776|   11.57|                       IC 1816|                               | 37.9625|-36.6721|   18.49|   15.63|   21.52|  |   1.76|   1.55|   1.97|      1.32|  0.0170|     43.09|  1        |          5|Sy2
132|   SWIFT J0232.8+2020| 38.1714| 20.3136|   10.93|                 QSO B0229+200|                               | 38.2026| 20.2882|   17.03|   14.29|   19.99|  |   2.41|   2.16|   2.69|      1.82|  0.1396|     44.96|  1        |          7|BZG
133|   SWIFT J0234.1+3233| 38.5791| 32.5089|   34.37|                       NGC 973|                               | 38.5838| 32.5056|   65.03|   61.66|   68.47|  |   1.82|   1.75|   1.90|      1.81|  0.0162|     43.60|  1        |          5|Sy2
134|   SWIFT J0234.6-0848| 38.6620| -8.7925|   20.78|                       NGC 985|                               | 38.6574| -8.7876|   32.21|   29.33|   35.20|  |   2.12|   1.99|   2.25|      0.62|  0.0430|     44.16|  1        |          4|Sy1.5
135|   SWIFT J0235.3-2934| 38.8446|-29.6246|   10.96|                  ESO 416-G002|                               | 38.8061|-29.6047|   19.95|   16.73|   23.35|  |   1.61|   1.38|   1.85|      0.39|  0.0592|     44.24|  1        |          5|Sy1.9
136|   SWIFT J0238.2-5213| 39.5585|-52.2013|   19.41|                   ESO 198-024|                               | 39.5821|-52.1923|   30.43|   27.68|   33.27|  |   1.77|   1.65|   1.90|      0.90|  0.0455|     44.18|  1        |          4|Sy1
137|   SWIFT J0238.5-6119| 39.7053|-61.3284|    7.82|       2MASX J02384313-6117227|                               | 39.6796|-61.2896|   11.98|    9.05|   15.17|  |   1.74|   1.39|   2.13|      0.65|  0.0543|     43.94|  1        |          5|Sy2
138|   SWIFT J0238.8-4039| 39.7000|-40.6694|   10.40|       2MASX J02384897-4038377|                               | 39.7040|-40.6439|   13.68|   11.18|   16.38|  |   2.15|   1.89|   2.44|      0.19|  0.0618|     44.11|  1        |          4|Sy1
139|   SWIFT J0240.5+6118| 40.1765| 61.2142|   17.35|                  LS I +61 303|                               | 40.1319| 61.2293|   33.94|   30.71|   37.27|  |   1.68|   1.55|   1.82|      0.61|     NA |        NA|  1        |         13|HMXB
140|   SWIFT J0241.3-0816| 40.2907| -8.2341|   17.02|                      NGC 1052|                               | 40.2700| -8.2558|   31.17|   27.74|   34.73|  |   1.70|   1.55|   1.86|      0.94|  0.0050|     42.25|  1        |          5|Sy2
141|   SWIFT J0241.6+0711| 40.3741|  7.1757|    7.21|                       Mrk 595|                               | 40.3954|  7.1872|   11.46|    8.46|   14.86|  |   2.14|   1.75|   2.59|      0.66|  0.0270|     43.29|  1        |          4|Sy1.5
142|   SWIFT J0242.0+0516| 40.4725|  5.2077|    6.58|       2MASX J02420381+0510061|                               | 40.5158|  5.1684|   13.22|    9.22|   17.61| Y |   1.35|   0.91|   1.80|      0.31|  0.0690|     44.20|  1        |          5|Sy2
143|   SWIFT J0242.2+0531| 40.5805|  5.5145|    7.25|       2MASX J02421465+0530361|                               | 40.5610|  5.5100|    8.82|    5.90|   12.26| Y |   2.34|   1.81|   3.06|      1.09|  0.0690|     44.02|  1        |          4|Sy1
144|   SWIFT J0242.6+0000| 40.6629| -0.0035|   22.48|                      NGC 1068|                               | 40.6696| -0.0133|   41.86|   38.60|   45.25|  |   1.82|   1.72|   1.92|     12.04|  0.0038|     42.14|  1        |          5|Sy1.9
145|   SWIFT J0243.9+5324| 41.0810| 53.4215|    6.30|                   2MFGC 02171|                               | 41.0125| 53.4745|   10.77|    8.20|   13.58|  |   2.14|   1.80|   2.52|      0.96|  0.0352|     43.50|  1        |          5|Sy2
146|   SWIFT J0244.7-2433| 41.1319|-24.4878|    2.90|                ESO 479- G 031|                               | 41.1989|-24.5139|    3.69|    1.55|    6.61|  |   2.40|   1.40|   4.26|      0.35|  0.0235|     42.68|  1        |          5|Sy1.9
147|   SWIFT J0244.8+6227| 41.2423| 62.4702|   54.63|               [HB89] 0241+622|                               | 41.2404| 62.4685|   95.97|   93.03|   98.94|  |   1.95|   1.90|   1.99|      4.79|  0.0440|     44.65|  1        |          4|Sy1.2
148|   SWIFT J0245.2+1047| 41.3094| 10.7824|    9.39|                     4C +10.08|                               | 41.3061| 10.7897|   18.29|   14.57|   22.27|  |   1.71|   1.42|   2.01|      0.58|  0.0700|     44.35|  1        |          7|BZG
149|   SWIFT J0249.1+2627| 42.2201| 26.5045|   15.62|       2MASX J02485937+2630391|                               | 42.2472| 26.5109|   30.95|   27.25|   34.82|  |   1.66|   1.49|   1.82|      1.69|  0.0579|     44.41|  1        |          5|Sy2
150|   SWIFT J0250.4+4648| 42.5919| 46.7961|   12.73|       2MASX J02502722+4647295|                               | 42.6133| 46.7915|   21.75|   18.89|   24.77|  |   2.07|   1.88|   2.27|      1.75|  0.0220|     43.39|  1        |          5|Sy1.9
151|   SWIFT J0251.3+5441| 42.6966| 54.7145|   11.18|                   2MFGC 02280|                               | 42.6775| 54.7049|   23.90|   20.64|   27.33|  |   1.60|   1.41|   1.79|      1.74|  0.0152|     43.11|  1        |          5|Sy2
152|   SWIFT J0250.7+4142| 42.6875| 41.6943|    6.13|                      NGC 1106|                               | 42.6688| 41.6715|   17.66|   13.79|   21.69|  |   1.27|   0.97|   1.57|      1.03|  0.0145|     42.93|  1        |          5|Sy2
153|   SWIFT J0251.6-1639| 42.9268|-16.6607|    9.03|                      NGC 1125|                               | 42.9180|-16.6510|   14.35|   11.49|   17.46|  |   2.02|   1.74|   2.32|      2.13|  0.0110|     42.60|  1        |          5|Sy2
154|   SWIFT J0252.1-6758| 43.0468|-67.9516|    3.87|       2MASX J02513173-6803059|                               | 42.8826|-68.0515|    4.99|    2.68|    7.87|  |   2.32|   1.57|   3.52|      0.80|  0.1826|     44.68|  1        |          5|Sy2
155|   SWIFT J0252.3+4312| 43.1299| 43.1815|    7.03|                      FGC 0351|                               | 43.1418| 43.1674|   13.24|   10.24|   16.52|  |   1.99|   1.67|   2.35|      1.23|  0.0514|     43.93|  1        |          5|Sy2
156|   SWIFT J0252.7-0822| 43.1105| -8.5066|   15.20|                MCG -02-08-014|                               | 43.0975| -8.5104|   24.43|   21.50|   27.50|  |   2.00|   1.83|   2.17|      1.55|  0.0168|     43.20|  1        |          5|Sy2
157|   SWIFT J0255.2-0011| 43.8086| -0.1874|   30.91|                      NGC 1142|                               | 43.8008| -0.1836|   58.57|   54.99|   62.22|  |   1.74|   1.66|   1.82|      0.87|  0.0289|     44.06|  1        |          5|Sy2
158|   SWIFT J0256.2+1925| 44.0253| 19.4306|   18.85|                        XY Ari|                               | 44.0375| 19.4414|   30.48|   27.67|   33.38|  |   2.34|   2.21|   2.49|      2.01|     NA |        NA|  1        |          9|CV
159|   SWIFT J0256.4-3212| 44.0948|-32.1906|   15.03|                ESO 417- G 006|                               | 44.0898|-32.1856|   25.39|   22.40|   28.51|  |   1.77|   1.61|   1.93|      1.74|  0.0163|     43.19|  1        |          5|Sy2
160|   SWIFT J0259.0+1334| 44.7483| 13.5486|    7.05|                     ABELL 401|                               | 44.7373| 13.5823|    8.11|    6.80|    9.54|  |   4.76|   4.07|   5.69|      1.14|     NA |        NA|  1        |          3|Galaxy Cluster
161|   SWIFT J0259.9+4419| 45.0060| 44.2981|    5.10|       2MASX J02593756+4417180|                               | 44.9065| 44.2884|   10.58|    7.25|   14.29|  |   1.69|   1.23|   2.18|      0.70|  0.0313|     43.39|  1        |          4|Sy1
162|   SWIFT J0300.0-1048| 45.0154|-10.8264|   20.70|                MCG -02-08-038|                               | 45.0180|-10.8246|   34.57|   31.51|   37.74|  |   1.92|   1.80|   2.05|      1.58|  0.0326|     43.94|  1        |          4|Sy1.5
163|   SWIFT J0304.1-0108| 45.9758| -1.1079|   19.80|                      NGC 1194|                               | 45.9546| -1.1037|   36.85|   33.52|   40.33|  |   1.83|   1.71|   1.95|      2.07|  0.0136|     43.20|  1        |          5|Sy2
164|   SWIFT J0308.5-7251| 46.9353|-72.8258|    8.72|                ESO 031- G 008|                               | 46.8972|-72.8340|   13.03|   10.59|   15.65|  |   2.11|   1.85|   2.40|      2.35|  0.0276|     43.37|  1        |          4|Sy1
165|   SWIFT J0308.2-2258| 47.0416|-22.9474|    8.22|                      NGC 1229|                               | 47.0449|-22.9608|   13.73|   10.88|   16.82|  |   1.87|   1.58|   2.18|      1.38|  0.0360|     43.63|  1        |          5|Sy2
166|   SWIFT J0311.1+3241| 47.7017| 32.6688|    5.85|       2MASX J03104435+3239296|                               | 47.6850| 32.6580|    9.30|    6.97|   12.03|  |   2.58|   2.17|   3.07|      1.03|  0.1270|     44.61|  1        |          4|Sy1
167|   SWIFT J0311.5-2045| 47.8206|-20.7635|   13.72|               RX J0311.3-2046|                               | 47.8284|-20.7717|   21.81|   18.91|   24.85|  |   1.97|   1.78|   2.16|      0.50|  0.0670|     44.39|  1        |          4|Sy1.2
168|   SWIFT J0311.8-7653| 47.8505|-76.8722|    7.21|               [HB89] 0312-770|                               | 47.9802|-76.8641|   10.66|    8.06|   13.53|  |   1.97|   1.63|   2.34|      0.67|  0.2230|     45.21|  1        |          7|BZQ
169|   SWIFT J0311.9+5032| 48.0439| 50.5030|    6.37|       2MASX J03120291+5029147|                               | 48.0123| 50.4874|    9.18|    6.67|   12.08|  |   2.40|   1.95|   2.94|      2.85|  0.0615|     43.93|  1        |          4|Sy1.5
170|   SWIFT J0312.9+4121| 48.2785| 41.3202|    6.63|                 QSO B0309+411|                               | 48.2580| 41.3330|   11.77|    8.66|   15.27|  |   2.02|   1.61|   2.47|      0.79|  0.1360|     44.77|  1        |          4|Sy1
171|   SWIFT J0317.2+0116| 49.2849|  1.2563|    9.35|                MCG +00-09-042|                               | 49.2592|  1.2550|   16.59|   13.58|   19.85|  |   2.01|   1.77|   2.27|      2.04|  0.0238|     43.34|  1        |          5|Sy2
172|   SWIFT J0318.7+6828| 49.5973| 68.4903|   10.79|       2MASX J03181899+6829322|                               | 49.5791| 68.4921|   20.05|   16.93|   23.35|  |   1.71|   1.50|   1.93|      0.85|  0.0901|     44.62|  1        |          5|Sy1.9
173|   SWIFT J0319.7+4132| 49.9592| 41.5134|   69.32|                      NGC 1275|                               | 49.9507| 41.5117|   81.37|   79.52|   83.29|  |   3.58|   3.51|   3.65|     18.04|  0.0176|     43.77|  1        |          5|Sy1.9
174|   SWIFT J0324.8+3410| 51.1890| 34.1742|   13.60|                   1H 0323+342|                               | 51.1715| 34.1794|   28.42|   24.77|   32.23|  |   1.79|   1.60|   1.98|      0.69|  0.0610|     44.42|  1        |          7|BZQ
175|   SWIFT J0325.0-4154| 51.2532|-41.9177|    6.59|         LCRS B032315.2-420449|                               | 51.2595|-41.9048|    7.98|    5.94|   10.34|  |   2.46|   2.06|   2.96|      0.27|  0.0580|     43.82|  1        |          4|Sy1
176|   SWIFT J0324.9+4044| 51.3616| 40.7082|    8.25|               IRAS 03219+4031|                               | 51.3051| 40.6985|   17.60|   14.02|   21.43|  |   1.68|   1.39|   1.99|      0.83|  0.0477|     43.99|  1        |          5|Sy2
177|   SWIFT J0325.6-0907| 51.3608| -9.0876|    3.45|                            NA|                               |      NA|      NA|    5.71|    2.64|    9.52|  |   1.95|   1.12|   3.29|      0.43|     NA |        NA|  1        |          0|Unknown
178|   SWIFT J0326.0-5633| 51.4307|-56.5373|    6.56|       2MASX J03252346-5635443|                               | 51.3480|-56.5957|   10.47|    7.74|   13.48|  |   1.71|   1.35|   2.10|      0.75|  0.0602|     43.97|  1        |          7|BZG
179|   SWIFT J0328.4-2846| 52.1499|-28.7143|    8.09|                  PKS 0326-288|                               | 52.1522|-28.6989|   12.39|    9.65|   15.40|  |   1.93|   1.62|   2.26|      1.11|  0.1080|     44.58|  1        |          5|Sy2
180|   SWIFT J0331.3+0538| 52.7530|  5.6412|    5.65|       2MASX J03305218+0538253|                               | 52.7174|  5.6404|    9.41|    6.75|   12.42|  |   2.36|   1.94|   2.90|      1.33|  0.0460|     43.68|  1        |          4|Sy1
